39.8618471	116.1789806	188.389	0.35	12	-0.07	2	True	True	True
39.8618471	116.1789806	188.389	0.35	12	-0.07	2	True	True	True
39.8618471	116.1789806	188.388	0.35	12	-0.07	2	True	True	True
39.8618471	116.1789806	188.388	0.35	12	-0.07	2	True	True	True
39.8618471	116.1789806	188.391	0.35	12	-0.07	2	True	True	True
39.8618471	116.1789806	188.389	0.35	12	-0.07	2	True	True	True
39.8618471	116.1789806	188.388	0.35	12	-0.07	2	True	True	True
39.8618471	116.1789806	188.39	0.35	12	-0.07	2	True	True	True
39.8618471	116.1789806	188.389	0.35	12	-0.07	2	True	True	True
39.8618471	116.1789807	188.387	0.35	12	-0.07	2	True	True	True
39.8618471	116.1789807	188.389	0.35	12	-0.06	2	True	True	True
39.8618471	116.1789807	188.389	0.35	12	-0.06	2	True	True	True
39.8618471	116.1789806	188.389	0.35	12	-0.07	2	True	True	True
39.8618471	116.1789806	188.388	0.35	12	-0.07	2	True	True	True
39.8618471	116.1789806	188.387	0.35	12	-0.07	2	True	True	True
39.8618471	116.1789806	188.391	0.35	12	-0.07	2	True	True	True
39.8618471	116.1789806	188.39	0.35	12	-0.07	2	True	True	True
39.8618471	116.1789806	188.389	0.35	12	-0.07	2	True	True	True
39.8618471	116.1789806	188.388	0.35	12	-0.07	2	True	True	True
39.861847	116.1789806	188.38	0.35	12	-0.07	2	True	True	True
39.861847	116.1789806	188.372	0.35	12	-0.07	2	True	True	True
39.861847	116.1789806	188.382	0.35	12	-0.07	2	True	True	True
39.8618468	116.1789806	188.388	0.35	12	-0.07	2	True	True	True
39.8618467	116.1789805	188.389	0.35	12	-0.07	2	True	True	True
39.8618465	116.1789805	188.387	0.35	12	-0.07	2	True	True	True
39.8618463	116.1789804	188.388	0.35	12	-0.07	2	True	True	True
39.8618459	116.1789803	188.397	0.35	12	-0.07	2	True	True	True
39.8618455	116.1789803	188.406	0.35	12	-0.08	2	False	True	True
39.8618448	116.1789801	188.407	0.35	12	-0.07	2	True	True	True
39.8618443	116.1789799	188.407	0.35	12	-0.07	2	True	True	True
39.8618436	116.1789798	188.422	0.35	12	-0.08	2	True	True	True
39.861843	116.1789796	188.432	0.35	11.95	-0.07	2	True	True	True
39.8618422	116.1789794	188.439	0.35	11.95	-0.08	2	True	True	True
39.861841	116.1789791	188.454	0.35	11.95	-0.08	2	True	True	True
39.8618401	116.1789789	188.464	0.35	11.95	-0.08	2	True	True	True
39.8618391	116.1789786	188.472	0.35	11.95	-0.08	2	True	True	True
39.8618381	116.1789784	188.481	0.35	11.95	-0.08	2	False	True	True
39.861837	116.1789781	188.495	0.35	11.95	-0.08	2	True	True	True
39.8618354	116.1789777	188.506	0.35	11.95	-0.08	2	True	True	True
39.8618342	116.1789774	188.513	0.3	11.95	-0.08	2	True	True	True
39.861833	116.1789771	188.529	0.3	11.95	-0.09	2	True	True	True
39.8618318	116.1789768	188.539	0.3	11.95	-0.09	2	True	True	True
39.8618306	116.1789765	188.545	0.3	11.95	-0.09	2	True	True	True
39.8618294	116.1789762	188.559	0.3	11.95	-0.09	2	True	True	True
39.8618276	116.1789757	188.578	0.3	11.95	-0.1	2	True	True	True
39.8618265	116.1789755	188.58	0.3	11.95	-0.1	2	False	True	True
39.8618254	116.1789752	188.588	0.3	11.95	-0.09	2	True	True	True
39.8618243	116.1789749	188.595	0.25	11.95	-0.1	2	True	True	True
39.8618232	116.1789747	188.603	0.25	11.95	-0.1	2	True	True	True
39.8618217	116.1789743	188.622	0.25	11.95	-0.1	2	True	True	True
39.8618207	116.178974	188.622	0.25	11.95	-0.09	2	True	True	True
39.8618197	116.1789738	188.622	0.3	11.95	-0.1	2	True	True	True
39.8618188	116.1789735	188.632	0.3	11.95	-0.09	2	True	True	True
39.8618178	116.1789733	188.643	0.25	11.95	-0.1	2	True	True	True
39.8618169	116.178973	188.643	0.25	11.95	-0.1	2	True	True	True
39.8618156	116.1789727	188.644	0.25	11.95	-0.11	2	True	True	True
39.8618148	116.1789725	188.657	0.25	11.95	-0.11	2	True	True	True
39.861814	116.1789723	188.666	0.25	11.95	-0.1	2	True	True	True
39.8618133	116.1789721	188.67	0.25	11.95	-0.11	2	True	True	True
39.8618126	116.178972	188.675	0.25	11.95	-0.11	2	True	True	True
39.8618116	116.1789717	188.674	0.25	11.95	-0.11	2	True	True	True
39.861811	116.1789715	188.672	0.2	11.95	-0.11	2	True	True	True
39.8618105	116.1789714	188.675	0.2	11.95	-0.12	2	True	True	True
39.86181	116.1789713	188.679	0.2	11.95	-0.12	2	True	True	True
39.8618095	116.1789712	188.679	0.25	11.95	-0.11	2	True	True	True
39.861809	116.178971	188.671	0.25	11.95	-0.12	2	True	True	True
39.8618081	116.1789708	188.669	0.25	11.95	-0.1	2	True	True	True
39.8618075	116.1789706	188.684	0.25	11.95	-0.11	2	True	True	True
39.8618068	116.1789704	188.685	0.25	11.95	-0.12	2	True	True	True
39.861806	116.1789702	188.674	0.25	11.95	-0.12	2	True	True	True
39.8618052	116.17897	188.678	0.25	11.95	-0.12	2	True	True	True
39.8618038	116.1789697	188.688	0.25	11.95	-0.12	2	True	True	True
39.8618028	116.1789694	188.682	0.25	11.95	-0.11	2	True	True	True
39.8618018	116.1789692	188.679	0.25	11.95	-0.12	2	True	True	True
39.8618007	116.1789689	188.681	0.25	11.95	-0.11	2	True	True	True
39.8617996	116.1789686	188.675	0.25	11.95	-0.12	2	True	True	True
39.8617984	116.1789683	188.663	0.25	11.95	-0.12	2	True	True	True
39.8617965	116.1789678	188.671	0.25	11.95	-0.11	2	True	True	True
39.8617953	116.1789675	188.674	0.25	11.95	-0.12	2	True	True	True
39.861794	116.1789672	188.667	0.25	11.95	-0.12	2	True	True	True
39.8617926	116.1789668	188.663	0.25	11.95	-0.12	2	True	True	True
39.8617912	116.1789664	188.666	0.25	11.95	-0.12	2	True	True	True
39.861789	116.1789659	188.654	0.25	11.95	-0.12	2	True	True	True
39.8617874	116.1789655	188.654	0.25	11.95	-0.12	2	True	True	True
39.8617858	116.1789651	188.661	0.25	11.95	-0.11	2	True	True	True
39.8617841	116.1789646	188.654	0.25	11.95	-0.11	2	True	True	True
39.8617824	116.1789642	188.637	0.25	11.95	-0.11	2	True	True	True
39.8617806	116.1789637	188.633	0.25	11.95	-0.11	2	True	True	True
39.8617788	116.1789633	188.634	0.25	11.95	-0.11	2	True	True	True
39.8617759	116.1789625	188.619	0.25	11.95	-0.12	2	True	True	True
39.861774	116.178962	188.61	0.25	11.95	-0.12	2	True	True	True
39.861772	116.1789616	188.605	0.25	11.95	-0.12	2	False	True	True
39.8617701	116.178961	188.595	0.25	11.95	-0.12	2	True	True	True
39.861768	116.1789605	188.593	0.25	11.95	-0.12	2	True	True	True
39.8617649	116.1789597	188.586	0.25	11.95	-0.11	2	True	True	True
39.8617628	116.1789592	188.567	0.25	11.95	-0.12	2	True	True	True
39.8617606	116.1789586	188.561	0.25	11.95	-0.11	2	True	True	True
39.8617584	116.1789581	188.56	0.25	11.95	-0.1	2	True	True	True
39.8617551	116.1789572	188.546	0.25	11.95	-0.1	2	True	True	True
39.8617529	116.1789566	188.541	0.25	11.95	-0.11	2	True	True	True
39.8617505	116.1789561	188.536	0.25	11.95	-0.12	2	True	True	True
39.8617482	116.1789555	188.526	0.25	11.95	-0.11	2	True	True	True
39.8617459	116.1789549	188.511	0.25	11.95	-0.11	2	True	True	True
39.8617435	116.1789543	188.493	0.25	11.95	-0.1	2	True	True	True
39.8617399	116.1789534	188.495	0.25	11.95	-0.1	2	True	True	True
39.8617387	116.1789531	188.498	0.3	11.95	-0.1	2	True	True	True
39.861735	116.1789521	188.513	0.3	11.95	-0.12	2	True	True	True
39.8617325	116.1789515	188.512	0.3	11.95	-0.12	2	True	True	True
39.86173	116.1789509	188.513	0.3	11.95	-0.11	2	True	True	True
39.8617262	116.1789499	188.509	0.3	11.95	-0.11	2	False	True	True
39.8617236	116.1789493	188.512	0.25	11.95	-0.11	2	True	True	True
39.8617211	116.1789486	188.528	0.25	11.95	-0.11	2	True	True	True
39.8617185	116.178948	188.533	0.25	11.95	-0.12	2	True	True	True
39.861716	116.1789473	188.527	0.25	11.95	-0.11	2	True	True	True
39.8617134	116.1789467	188.531	0.25	11.95	-0.13	2	True	True	True
39.8617096	116.1789457	188.535	0.25	11.95	-0.12	2	True	True	True
39.861707	116.1789451	188.526	0.25	11.95	-0.13	2	True	True	True
39.8617044	116.1789444	188.525	0.25	11.95	-0.13	2	True	True	True
39.8617019	116.1789438	188.536	0.25	11.95	-0.14	2	True	True	True
39.861698	116.1789428	188.532	0.25	11.95	-0.13	2	True	True	True
39.8616955	116.1789422	188.521	0.3	11.95	-0.16	2	True	True	True
39.8616929	116.1789415	188.514	0.3	11.95	-0.15	2	True	True	True
39.8616903	116.1789409	188.501	0.3	11.95	-0.13	2	True	True	True
39.8616877	116.1789402	188.492	0.3	11.95	-0.12	2	True	True	True
39.8616851	116.1789395	188.491	0.25	11.95	-0.11	2	True	True	True
39.8616812	116.1789386	188.486	0.25	11.95	-0.11	2	True	True	True
39.8616785	116.1789379	188.472	0.3	11.95	-0.12	2	True	True	True
39.8616758	116.1789372	188.458	0.3	11.95	-0.13	2	True	True	True
39.8616731	116.1789365	188.434	0.3	11.95	-0.13	2	True	True	True
39.8616704	116.1789359	188.408	0.3	11.95	-0.13	2	True	True	True
39.8616676	116.1789352	188.399	0.25	11.95	-0.13	2	True	True	True
39.8616649	116.1789345	188.394	0.25	11.95	-0.13	2	True	True	True
39.8616607	116.1789334	188.372	0.3	11.95	-0.14	2	True	True	True
39.8616579	116.1789327	188.36	0.3	11.95	-0.14	2	True	True	True
39.861655	116.178932	188.339	0.3	11.95	-0.14	2	True	True	True
39.8616521	116.1789313	188.319	0.3	11.95	-0.14	2	True	True	True
39.8616478	116.1789302	188.311	0.3	11.95	-0.15	2	True	True	True
39.8616448	116.1789296	188.294	0.3	11.95	-0.15	2	True	True	True
39.8616419	116.1789288	188.278	0.35	11.95	-0.14	2	True	True	True
39.861639	116.1789281	188.261	0.35	11.95	-0.15	2	True	True	True
39.861636	116.1789274	188.231	0.3	11.95	-0.15	2	True	True	True
39.8616316	116.1789263	188.208	0.3	11.95	-0.14	2	True	True	True
39.8616287	116.1789255	188.201	0.35	11.95	-0.13	2	True	True	True
39.8616257	116.1789248	188.187	0.35	11.95	-0.13	2	True	True	True
39.8616228	116.1789241	188.174	0.35	12	-0.12	2	True	True	True
39.8616198	116.1789234	188.154	0.35	12	-0.11	2	True	True	True
39.8616169	116.1789227	188.129	0.35	12	-0.13	2	True	True	True
39.8616139	116.178922	188.119	0.35	12	-0.13	2	True	True	True
39.8616095	116.1789209	188.109	0.3	11.95	-0.12	2	True	True	True
39.8616066	116.1789202	188.098	0.35	12	-0.12	2	True	True	True
