Time	Status	Lat	Lon	Head	Roll	Pitch	V_n	V_e	V_earth	Speed	setSpd	A_n	A_e	A_earth	SegID	RoadID	Dis	Head	dHead	Steer	PolicySteer	GunDepth	PolicyGunDepth	PolicyGunDir	PolicyGunForth	BrakeDepth	PolicyBrakeDepth	PolicyBrakeDir	PolicyBrakeForth
2018-03-31 18:36:02	2	39.8703799	116.1737134	132.123	0.878	-1.637	0.0	0.0	0.0	0.0	0	-0.011	0.008	0.006	10	2	-0.352087712365	0.817	0	0	0	0	0	0	0	0	0	0	0
2018-03-31 18:36:02	2	39.8703799	116.1737134	132.123	0.878	-1.637	0.0	0.0	0.0	0.0	0	-0.011	0.008	0.006	10	2	-0.352087712365	0.817	0	0	0	0	0	0	0	0	0	0	0
2018-03-31 18:36:02	2	39.8703799	116.1737134	132.123	0.878	-1.637	0.0	0.0	0.0	0.0	0	-0.011	0.008	0.006	10	2	-0.352087712365	0.817	0	0	0	0	0	0	0	0	0	0	0
2018-03-31 18:36:03	2	39.8703799	116.1737134	132.123	0.878	-1.637	0.0	0.0	0.0	0.0	0	-0.011	0.008	0.006	10	2	-0.352087712365	0.817	0	0	0	0	0	0	0	0	0	0	0
2018-03-31 18:36:03	2	39.8703799	116.1737134	132.123	0.878	-1.637	0.0	0.0	0.0	0.0	0	-0.011	0.008	0.006	10	2	-0.352087712365	0.817	0	0	0	0	0	0	0	0	0	0	0
2018-03-31 18:36:03	2	39.8703799	116.1737134	132.123	0.878	-1.637	0.0	0.0	0.0	0.0	0	-0.011	0.008	0.006	10	2	-0.352087712365	0.817	0	0	0	0	0	0	0	0	0	0	0
2018-03-31 18:36:03	2	39.8703799	116.1737134	132.123	0.878	-1.637	0.0	0.0	0.0	0.0	0	-0.011	0.008	0.006	10	2	-0.352087712365	0.817	0	0	0	0	0	0	0	0	0	0	0
2018-03-31 18:36:03	2	39.8703799	116.1737134	132.123	0.878	-1.637	0.0	0.0	0.0	0.0	0	-0.011	0.008	0.006	10	2	-0.352087712365	0.817	0	0	0	0	0	0	0	0	0	0	0
2018-03-31 18:36:03	2	39.8703799	116.1737134	132.123	0.878	-1.637	0.0	0.0	0.0	0.0	0	-0.011	0.008	0.006	10	2	-0.352087712365	0.817	0	0	0	0	0	0	0	0	0	0	0
2018-03-31 18:36:03	2	39.8703799	116.1737134	132.123	0.878	-1.637	0.0	0.0	0.0	0.0	0	-0.011	0.008	0.006	10	2	-0.352087712365	0.817	0	0	0	0	0	0	0	0	0	0	0
2018-03-31 18:36:03	2	39.8703799	116.1737134	132.123	0.878	-1.637	0.0	0.0	0.0	0.0	0	-0.011	0.008	0.006	10	2	-0.352087712365	0.817	0	0	0	0	0	0	0	0	0	0	0
2018-03-31 18:36:03	2	39.8703799	116.1737134	132.123	0.878	-1.637	0.0	0.0	0.0	0.0	0	-0.011	0.008	0.006	10	2	-0.352087712365	0.817	0	0	0	0	0	0	0	0	0	0	0
2018-03-31 18:36:03	2	39.8703799	116.1737134	132.123	0.878	-1.637	0.0	0.0	0.0	0.0	0	-0.011	0.008	0.006	10	2	-0.352087712365	0.817	0	0	0	0	0	0	0	0	0	0	0
2018-03-31 18:36:04	2	39.8703799	116.1737134	132.123	0.878	-1.637	0.0	0.0	0.0	0.0	0	-0.011	0.008	0.006	10	2	-0.352087712365	0.817	0	0	0	0	0	0	0	0	0	0	0
2018-03-31 18:36:04	2	39.8703799	116.1737134	132.123	0.878	-1.637	0.0	0.0	0.0	0.0	0	-0.011	0.008	0.006	10	2	-0.352087712365	0.817	0	0	0	0	0	0	0	0	0	0	0
2018-03-31 18:36:04	2	39.8703799	116.1737134	132.123	0.878	-1.637	0.0	0.0	0.0	0.0	0	-0.011	0.008	0.006	10	2	-0.352087712365	0.817	0	0	0	0	0	0	0	0	0	0	0
2018-03-31 18:36:04	2	39.8703799	116.1737134	132.123	0.878	-1.637	0.0	0.0	0.0	0.0	0	-0.011	0.008	0.006	10	2	-0.352087712365	0.817	0	0	0	0	0	0	0	0	0	0	0
2018-03-31 18:36:04	2	39.8703799	116.1737134	132.123	0.878	-1.637	0.0	0.0	0.0	0.0	0	-0.011	0.008	0.006	10	2	-0.352087712365	0.817	0	0	0	0	0	0	0	0	0	0	0
2018-03-31 18:36:04	2	39.8703799	116.1737134	132.123	0.878	-1.637	0.0	0.0	0.0	0.0	0	-0.011	0.008	0.006	10	2	-0.352087712365	0.817	0	0	0	0	0	0	0	0	0	0	0
2018-03-31 18:36:04	2	39.8703799	116.1737134	132.123	0.878	-1.637	0.0	0.0	0.0	0.0	0	-0.011	0.008	0.006	10	2	-0.352087712365	0.817	0	0	0	0	0	0	0	0	0	0	0
2018-03-31 18:36:04	2	39.8703799	116.1737134	132.123	0.878	-1.637	0.0	0.0	0.0	0.0	0	-0.011	0.008	0.006	10	2	-0.352087712365	0.817	0	0	0	0	0	0	0	0	0	0	0
2018-03-31 18:36:04	2	39.8703799	116.1737134	132.123	0.878	-1.637	0.0	0.0	0.0	0.0	0	-0.011	0.008	0.006	10	2	-0.352087712365	0.817	0	0	0	0	0	0	0	0	0	0	0
2018-03-31 18:36:04	2	39.8703799	116.1737134	132.123	0.878	-1.637	0.0	0.0	0.0	0.0	0	-0.011	0.008	0.006	10	2	-0.352087712365	0.817	0	0	0	0	0	0	0	0	0	0	0
2018-03-31 18:36:05	2	39.8703799	116.1737134	132.123	0.878	-1.637	0.0	0.0	0.0	0.0	0	-0.011	0.008	0.006	10	2	-0.352087712365	0.817	0	0	0	0	0	0	0	0	0	0	0
2018-03-31 18:36:05	2	39.8703799	116.1737134	132.123	0.878	-1.637	0.0	0.0	0.0	0.0	0	-0.011	0.008	0.006	10	2	-0.352087712365	0.817	0	0	0	0	0	0	0	0	0	0	0
2018-03-31 18:36:05	2	39.8703799	116.1737134	132.123	0.878	-1.637	0.0	0.0	0.0	0.0	0	-0.011	0.008	0.006	10	2	-0.352087712365	0.817	0	0	0	0	0	0	0	0	0	0	0
2018-03-31 18:36:05	2	39.8703799	116.1737134	132.123	0.878	-1.637	0.0	0.0	0.0	0.0	0	-0.011	0.008	0.006	10	2	-0.352087712365	0.817	0	0	0	0	0	0	0	0	0	0	0
